num_records,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
131,93,42873,Teriyaki Chicken Thighs,sp_MLEyePBfCr_42873_c_112473,u_ZBElartdAp,amartinez,3,1739676361,3,0,5,5,56,"The sauce was fantastic! I served it over rice, and it was a hit."
132,93,42873,Teriyaki Chicken Thighs,sp_rLJnCcAWez_42873_c_286028,u_SOKgcHwpzQ,fitzgeraldcatherine,1,1740267603,1,6,2,5,65,"I followed the recipe exactly, and it turned out amazing!"
133,93,42873,Teriyaki Chicken Thighs,sp_WvXsigHtWu_42873_c_541785,u_IzaXrFQmXh,christopher27,1,1740009543,5,100,1,5,83,The balance of flavors was perfect! Will be adding this to my favorites.
134,93,42873,Teriyaki Chicken Thighs,sp_AyYQRKrvJh_42873_c_294708,u_tdbXFASHYM,kimberlysantana,4,1740242377,1,10,4,2,56,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
135,93,42873,Teriyaki Chicken Thighs,sp_YHjFyVjsVw_42873_c_251023,u_rjDJmdQnKW,stephenmedina,5,1739845852,0,99,2,4,62,My whole family enjoyed this meal. Definitely making it again.
136,93,42873,Teriyaki Chicken Thighs,sp_wtvBAGrOLA_42873_c_313598,u_XBYwpVDTvV,mcknightbrandon,1,1740309691,1,25,10,1,74,My whole family enjoyed this meal. Definitely making it again.
137,93,42873,Teriyaki Chicken Thighs,sp_XxxTprxezE_42873_c_825432,u_kiaROgeOLx,dawn66,5,1739952383,0,21,2,2,81,My whole family enjoyed this meal. Definitely making it again.
138,93,42873,Teriyaki Chicken Thighs,sp_XXMIrVDsKu_42873_c_135023,u_JkWAwrSBNX,murphyerin,4,1740404270,1,24,3,1,74,Very easy to make and so flavorful. A great recipe for a quick meal.
139,93,42873,Teriyaki Chicken Thighs,sp_LKZbPYVRon_42873_c_921394,u_ofqdPTpTvp,kenneth33,2,1739898591,4,32,9,4,81,My whole family enjoyed this meal. Definitely making it again.
140,93,42873,Teriyaki Chicken Thighs,sp_ykgwUVfJQc_42873_c_493191,u_yckkDUjPab,mortiz,4,1740263121,4,42,1,5,52,One of the best recipes I've tried! Highly recommend this dish.
141,93,42873,Teriyaki Chicken Thighs,sp_eyjBxtDsJF_42873_c_917715,u_KWwagxjCcV,grahamwilliam,2,1740246676,4,87,4,1,78,Very easy to make and so flavorful. A great recipe for a quick meal.
142,93,42873,Teriyaki Chicken Thighs,sp_LvZKZbXgdP_42873_c_839580,u_kXUfpwSyBw,yrojas,1,1739790228,3,60,6,1,85,The balance of flavors was perfect! Will be adding this to my favorites.
143,93,42873,Teriyaki Chicken Thighs,sp_HldPCwTsCo_42873_c_362570,u_QnzXcMrubN,brettjones,3,1740070731,3,17,0,3,78,The balance of flavors was perfect! Will be adding this to my favorites.
144,93,42873,Teriyaki Chicken Thighs,sp_MNDoYuwgoO_42873_c_546846,u_JCqPTRRJdY,melissa30,3,1740313139,1,42,2,2,97,This recipe was absolutely delicious! The flavors blended so well.
145,93,42873,Teriyaki Chicken Thighs,sp_urVpNSPeDh_42873_c_798062,u_FFpmTVEFWo,clarkmonique,5,1740240155,1,77,0,5,89,The balance of flavors was perfect! Will be adding this to my favorites.
146,93,42873,Teriyaki Chicken Thighs,sp_wZJaBVXntQ_42873_c_714580,u_LkNRMuzTRq,fhensley,3,1740263538,3,91,8,4,56,Very easy to make and so flavorful. A great recipe for a quick meal.
147,93,42873,Teriyaki Chicken Thighs,sp_LHAelltlJt_42873_c_429961,u_fZAKQKsxsq,carloschung,5,1740205169,3,41,1,2,51,"I made this for dinner, and my family loved it! Will make again."
148,93,42873,Teriyaki Chicken Thighs,sp_vefJXKRzAi_42873_c_595211,u_nkwItVbqSL,ndavis,2,1740301441,1,3,3,1,58,The balance of flavors was perfect! Will be adding this to my favorites.
149,93,42873,Teriyaki Chicken Thighs,sp_qGypZelrrq_42873_c_178118,u_nPbWbMFDvP,patrick78,4,1740450309,3,59,1,1,82,The balance of flavors was perfect! Will be adding this to my favorites.
150,93,42873,Teriyaki Chicken Thighs,sp_CVkEqExSqs_42873_c_821178,u_tKUTKGqgKH,jonathon36,2,1740458604,4,73,2,1,64,This recipe was absolutely delicious! The flavors blended so well.
151,93,42873,Teriyaki Chicken Thighs,sp_TfNIXTPCdD_42873_c_471428,u_ZqsRXBILsR,ytorres,2,1740343572,2,81,5,5,98,"The sauce was fantastic! I served it over rice, and it was a hit."
152,93,42873,Teriyaki Chicken Thighs,sp_VnHMNxZHuT_42873_c_790362,u_sNdQekkBkV,ikim,3,1740551903,0,22,0,5,55,My whole family enjoyed this meal. Definitely making it again.
153,93,42873,Teriyaki Chicken Thighs,sp_oeRgfcOHBL_42873_c_767056,u_uwAoEOKFED,robertrichards,1,1740289514,0,69,7,4,97,The balance of flavors was perfect! Will be adding this to my favorites.
154,93,42873,Teriyaki Chicken Thighs,sp_pGYAmVMgze_42873_c_106332,u_tWJeROZNSK,markjackson,5,1739638251,1,51,9,5,100,"The sauce was fantastic! I served it over rice, and it was a hit."
155,93,42873,Teriyaki Chicken Thighs,sp_JXdBvDTXiR_42873_c_664673,u_bEROgnIkAO,smithalyssa,4,1739631909,3,86,0,4,93,"I followed the recipe exactly, and it turned out amazing!"
156,93,42873,Teriyaki Chicken Thighs,sp_OrshZWaaoc_42873_c_959375,u_WUmmLUVDhC,calderontiffany,2,1740080022,5,79,7,1,77,"I made this for dinner, and my family loved it! Will make again."
157,93,42873,Teriyaki Chicken Thighs,sp_uccSwWvGGQ_42873_c_365013,u_sXCvkftfGQ,krojas,1,1739624299,5,82,1,1,83,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
158,93,42873,Teriyaki Chicken Thighs,sp_vmuwdgLDqg_42873_c_779560,u_PSQeplkfMV,nwood,2,1739666696,1,23,2,3,55,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
159,93,42873,Teriyaki Chicken Thighs,sp_MabfFHHuKQ_42873_c_767612,u_CIYBKOkicg,hollandgabriel,3,1740023623,3,55,0,2,98,"The sauce was fantastic! I served it over rice, and it was a hit."
160,93,42873,Teriyaki Chicken Thighs,sp_YykDuTwIXT_42873_c_549669,u_CjXQaGcoxS,joel73,4,1740204486,5,100,10,5,72,"I followed the recipe exactly, and it turned out amazing!"
161,93,42873,Teriyaki Chicken Thighs,sp_KoInbyWdxO_42873_c_662453,u_bxvTdnfmlQ,gallagheramanda,4,1739668434,5,53,6,4,98,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
162,93,42873,Teriyaki Chicken Thighs,sp_zmLrbqyGKI_42873_c_478234,u_OQficQIYha,bmartinez,5,1739644403,2,59,0,5,97,My whole family enjoyed this meal. Definitely making it again.
163,93,42873,Teriyaki Chicken Thighs,sp_DFNROrPHwN_42873_c_907285,u_iFOjkxVqtU,jamie15,4,1739734103,3,46,9,1,94,One of the best recipes I've tried! Highly recommend this dish.
164,93,42873,Teriyaki Chicken Thighs,sp_dXZhQrjSKt_42873_c_601159,u_YkXfdUkFxQ,aaronthompson,1,1740000718,4,15,8,4,50,"The sauce was fantastic! I served it over rice, and it was a hit."
165,93,42873,Teriyaki Chicken Thighs,sp_xAnGdaOxGY_42873_c_113690,u_orNddGeOKk,sparksjay,5,1740286592,5,77,8,1,57,"The sauce was fantastic! I served it over rice, and it was a hit."
166,93,42873,Teriyaki Chicken Thighs,sp_vBNDfYSKnj_42873_c_328870,u_mNNVHzCDZF,heather82,3,1739617874,2,66,10,3,75,One of the best recipes I've tried! Highly recommend this dish.
167,93,42873,Teriyaki Chicken Thighs,sp_TeZAlAxHuN_42873_c_152845,u_tkYREyodfV,ramirezanne,4,1740199550,2,46,2,4,60,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
168,93,42873,Teriyaki Chicken Thighs,sp_hVQNTcfoQl_42873_c_561137,u_gkZDYGagWo,margaret45,1,1739643104,3,100,6,5,98,"I made this for dinner, and my family loved it! Will make again."
169,93,42873,Teriyaki Chicken Thighs,sp_LFBEEkjLmN_42873_c_453744,u_qkaeJFIPSJ,katelyn02,5,1739648095,4,99,4,1,61,My whole family enjoyed this meal. Definitely making it again.
170,93,42873,Teriyaki Chicken Thighs,sp_WhZaeLQwkF_42873_c_807869,u_EdRLHNMDXx,oparsons,4,1740097671,2,72,5,3,94,This recipe was absolutely delicious! The flavors blended so well.
171,93,42873,Teriyaki Chicken Thighs,sp_AUffnglGDe_42873_c_688343,u_miiMGptQSh,nicholas89,5,1739886538,3,12,7,2,64,My whole family enjoyed this meal. Definitely making it again.
172,93,42873,Teriyaki Chicken Thighs,sp_lnZyuBvYpC_42873_c_347825,u_ZHCJqnjTME,greenjeffrey,3,1740472230,3,67,5,3,54,"The sauce was fantastic! I served it over rice, and it was a hit."
173,93,42873,Teriyaki Chicken Thighs,sp_bzBYbBVbdA_42873_c_809903,u_sYzbrZkeHG,ddodson,3,1739980438,0,46,1,5,96,"The sauce was fantastic! I served it over rice, and it was a hit."
174,93,42873,Teriyaki Chicken Thighs,sp_hDsqWQlVbY_42873_c_677969,u_cTYmxmCJIX,myersmathew,4,1739895334,1,47,0,1,69,One of the best recipes I've tried! Highly recommend this dish.
175,93,42873,Teriyaki Chicken Thighs,sp_bZKbRdqpyJ_42873_c_160380,u_BdOKbOwwwK,joandouglas,1,1740333561,3,58,10,1,51,Very easy to make and so flavorful. A great recipe for a quick meal.
176,93,42873,Teriyaki Chicken Thighs,sp_zTPpTTeuZX_42873_c_956161,u_ChWaWEbhPv,david16,3,1740109957,3,31,4,5,95,One of the best recipes I've tried! Highly recommend this dish.
177,93,42873,Teriyaki Chicken Thighs,sp_aMHsJUljhT_42873_c_598072,u_lOeaIezGvE,andrewmorgan,4,1739997950,4,34,1,5,84,"The sauce was fantastic! I served it over rice, and it was a hit."
178,93,42873,Teriyaki Chicken Thighs,sp_pDWooWvEZG_42873_c_834506,u_ZRwrWhPkqG,debrakelley,2,1740539018,2,38,3,1,83,My whole family enjoyed this meal. Definitely making it again.
179,93,42873,Teriyaki Chicken Thighs,sp_BcPOQjHmjJ_42873_c_559305,u_RsoYVpRJeX,ibrennan,4,1740126631,5,64,8,4,85,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
180,93,42873,Teriyaki Chicken Thighs,sp_hXPcczqZHF_42873_c_339113,u_ejUOlRnWRx,christina14,1,1739736973,5,67,5,5,95,The balance of flavors was perfect! Will be adding this to my favorites.
181,93,42873,Teriyaki Chicken Thighs,sp_lcsyImuclc_42873_c_159357,u_NoKZJoxPJD,rrice,5,1739870655,2,50,5,2,69,Very easy to make and so flavorful. A great recipe for a quick meal.
182,93,42873,Teriyaki Chicken Thighs,sp_XZcVKiPoTP_42873_c_403487,u_YuQSQnMtdT,calebortiz,2,1739686810,3,8,3,4,96,Very easy to make and so flavorful. A great recipe for a quick meal.
183,93,42873,Teriyaki Chicken Thighs,sp_BCArUuNRWj_42873_c_282168,u_AoTCrYMVCu,msmith,4,1740150765,5,44,6,3,82,"I made this for dinner, and my family loved it! Will make again."
184,93,42873,Teriyaki Chicken Thighs,sp_RDsZmpsVzS_42873_c_212771,u_vzJuhbyABX,james17,1,1740082788,1,38,4,5,76,"The sauce was fantastic! I served it over rice, and it was a hit."
185,93,42873,Teriyaki Chicken Thighs,sp_iuHhjmdBKq_42873_c_315555,u_HqaqvVSCpb,iclark,3,1740102843,0,69,7,4,66,"The sauce was fantastic! I served it over rice, and it was a hit."
186,93,42873,Teriyaki Chicken Thighs,sp_FNpNEscKxC_42873_c_132601,u_GjxRCFfeOq,justin26,3,1739667237,5,35,7,5,62,The balance of flavors was perfect! Will be adding this to my favorites.
187,93,42873,Teriyaki Chicken Thighs,sp_UFOqSkjDnC_42873_c_766526,u_hzupHUvZDJ,michaelwood,4,1739857780,4,45,6,4,96,"I followed the recipe exactly, and it turned out amazing!"
188,93,42873,Teriyaki Chicken Thighs,sp_XxjKFAczhG_42873_c_568423,u_AsIdnmWiTW,hbennett,3,1740118903,1,10,6,4,64,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
189,93,42873,Teriyaki Chicken Thighs,sp_KUdDfzvLJw_42873_c_885946,u_AUabiwYNiH,nicholasgriffin,3,1740534717,4,68,0,1,89,Very easy to make and so flavorful. A great recipe for a quick meal.
190,93,42873,Teriyaki Chicken Thighs,sp_RvIOqJHyiy_42873_c_633112,u_pFHJaGwtfc,gonzalesrobert,4,1740308780,4,12,4,3,71,This recipe was absolutely delicious! The flavors blended so well.
191,93,42873,Teriyaki Chicken Thighs,sp_rgySYBfjEm_42873_c_820420,u_HQAmiSnofi,gfrank,2,1739650901,1,88,1,2,79,One of the best recipes I've tried! Highly recommend this dish.
192,93,42873,Teriyaki Chicken Thighs,sp_syDpxkcULb_42873_c_590028,u_wiuWYHwpgv,luisallen,1,1740077085,4,22,10,2,81,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
193,93,42873,Teriyaki Chicken Thighs,sp_zbXdAoxCdT_42873_c_271056,u_ngJXuiELsn,richard36,4,1739632933,3,58,6,5,91,"I made this for dinner, and my family loved it! Will make again."
194,93,42873,Teriyaki Chicken Thighs,sp_JhNfkSeovP_42873_c_780816,u_FLxAXMSmvs,uatkins,2,1740156154,1,88,2,1,50,"The sauce was fantastic! I served it over rice, and it was a hit."
195,93,42873,Teriyaki Chicken Thighs,sp_ErFKUjrWHe_42873_c_158790,u_nHEwQcbaqj,dthompson,4,1740297165,3,54,8,2,76,Very easy to make and so flavorful. A great recipe for a quick meal.
196,93,42873,Teriyaki Chicken Thighs,sp_NPmJmKHHIC_42873_c_753872,u_kCRFCRAJGt,martinezbrian,3,1740472949,3,44,2,4,65,Very easy to make and so flavorful. A great recipe for a quick meal.
197,93,42873,Teriyaki Chicken Thighs,sp_eUsAAZpasB_42873_c_941836,u_YjXLkxxVAT,denisebenson,4,1739739702,2,86,9,5,90,"I made this for dinner, and my family loved it! Will make again."
198,93,42873,Teriyaki Chicken Thighs,sp_TDwMdiEelp_42873_c_720936,u_btdCmxdrnn,fisherdonna,2,1740566470,2,70,2,5,75,"I made this for dinner, and my family loved it! Will make again."
199,93,42873,Teriyaki Chicken Thighs,sp_ArariTPeaS_42873_c_965885,u_olpeJwkkMK,brandonhoward,2,1740515989,2,51,6,3,74,Very easy to make and so flavorful. A great recipe for a quick meal.
200,93,42873,Teriyaki Chicken Thighs,sp_OqIFvVkieq_42873_c_350895,u_YkSQfLakAS,amandabyrd,1,1740270833,0,14,10,5,52,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
201,93,42873,Teriyaki Chicken Thighs,sp_OziEptOMBQ_42873_c_207195,u_xDzYSPzZgP,alexanderjessica,4,1739663895,0,34,7,3,90,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
202,93,42873,Teriyaki Chicken Thighs,sp_erJbYXPeGe_42873_c_216956,u_EEmBLSXejZ,pamelagarcia,5,1739867977,3,65,3,4,51,One of the best recipes I've tried! Highly recommend this dish.
203,93,42873,Teriyaki Chicken Thighs,sp_yKEbdJRqwO_42873_c_713657,u_tVCKSoEmAp,moniquebean,5,1739859994,0,30,7,3,86,This recipe was absolutely delicious! The flavors blended so well.
204,93,42873,Teriyaki Chicken Thighs,sp_YhyoMWYFVv_42873_c_152907,u_TedbqRlHKz,kathleen76,3,1740037342,4,44,6,5,78,"The sauce was fantastic! I served it over rice, and it was a hit."
205,93,42873,Teriyaki Chicken Thighs,sp_XsEjWbtKEG_42873_c_294134,u_OeDIKHTzQD,conwayjoseph,4,1740228030,4,3,6,3,66,"I followed the recipe exactly, and it turned out amazing!"
206,93,42873,Teriyaki Chicken Thighs,sp_qIvjWKRVkN_42873_c_771437,u_HBqYSYwvcb,josephferguson,5,1740584175,0,44,8,4,61,This recipe was absolutely delicious! The flavors blended so well.
207,93,42873,Teriyaki Chicken Thighs,sp_fLoRqRHueT_42873_c_422117,u_xUilMXpmmv,danawood,2,1740145225,0,28,5,4,63,My whole family enjoyed this meal. Definitely making it again.
208,93,42873,Teriyaki Chicken Thighs,sp_vKkYaWvOUN_42873_c_123614,u_mCVgWwYBsf,nroberts,1,1740075909,1,58,1,1,93,Very easy to make and so flavorful. A great recipe for a quick meal.
209,93,42873,Teriyaki Chicken Thighs,sp_VipSFRkhXX_42873_c_131369,u_NfNXXvTnNz,alexander43,3,1739968927,1,72,10,5,86,This recipe was absolutely delicious! The flavors blended so well.
210,93,42873,Teriyaki Chicken Thighs,sp_JtMjicMoXy_42873_c_955146,u_leqkufQCqE,nmartinez,1,1739735219,5,43,6,5,68,"The sauce was fantastic! I served it over rice, and it was a hit."
211,93,42873,Teriyaki Chicken Thighs,sp_CsBmnpNeql_42873_c_824162,u_HLWVvbyBRU,owerner,1,1740184332,0,39,8,4,55,This recipe was absolutely delicious! The flavors blended so well.
212,93,42873,Teriyaki Chicken Thighs,sp_ahYShQmclF_42873_c_852821,u_nhdJiYCYxA,william07,4,1740372087,0,81,5,5,73,My whole family enjoyed this meal. Definitely making it again.
213,93,42873,Teriyaki Chicken Thighs,sp_VQdTvIGxTz_42873_c_442921,u_mEpSWzmDXr,calhounpaula,3,1739941304,4,87,0,3,74,One of the best recipes I've tried! Highly recommend this dish.
214,93,42873,Teriyaki Chicken Thighs,sp_oylZvTGEhM_42873_c_885476,u_maiaaiaebQ,sheilaingram,3,1739710528,5,62,10,2,89,"I made this for dinner, and my family loved it! Will make again."
215,93,42873,Teriyaki Chicken Thighs,sp_GjtpEoZMVk_42873_c_431209,u_JwJWTsgSwh,esanchez,4,1740238411,1,44,6,5,83,This recipe was absolutely delicious! The flavors blended so well.
216,93,42873,Teriyaki Chicken Thighs,sp_ZmRUrBThal_42873_c_849139,u_JbjzQWGGUG,youngchristopher,2,1739850376,2,29,1,3,86,My whole family enjoyed this meal. Definitely making it again.
217,93,42873,Teriyaki Chicken Thighs,sp_AVrhHItCWJ_42873_c_123545,u_ayOPWZhONa,john51,1,1740465257,5,34,10,2,59,This recipe was absolutely delicious! The flavors blended so well.
218,93,42873,Teriyaki Chicken Thighs,sp_ycrfCZVGbA_42873_c_270268,u_XjLvZEwVlh,lcunningham,5,1740531920,2,19,9,1,53,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
219,93,42873,Teriyaki Chicken Thighs,sp_AHFGbYKBEa_42873_c_598492,u_aWNbrMXGmd,jmcdonald,5,1740558143,1,73,2,1,81,"I followed the recipe exactly, and it turned out amazing!"
220,93,42873,Teriyaki Chicken Thighs,sp_ankoptuZkm_42873_c_154533,u_kWoJCJUOTo,nicholaslowe,3,1739794750,4,39,5,5,96,"I followed the recipe exactly, and it turned out amazing!"
221,93,42873,Teriyaki Chicken Thighs,sp_GibVsUOobx_42873_c_398353,u_kCZkefdzEA,njones,5,1740268278,1,48,7,1,62,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
222,93,42873,Teriyaki Chicken Thighs,sp_gTGpOscFlO_42873_c_632400,u_TNRUNHpIro,james14,2,1740087808,5,63,9,4,81,My whole family enjoyed this meal. Definitely making it again.
223,93,42873,Teriyaki Chicken Thighs,sp_lulrbevjBO_42873_c_570367,u_xYoTFvpJBT,jordan38,1,1740457559,0,90,8,1,80,"I made this for dinner, and my family loved it! Will make again."
224,93,42873,Teriyaki Chicken Thighs,sp_RYgdJHHQpJ_42873_c_894109,u_MqqYAFUDAH,modom,5,1739659265,5,89,4,3,57,Very easy to make and so flavorful. A great recipe for a quick meal.
225,93,42873,Teriyaki Chicken Thighs,sp_sciqYuWemc_42873_c_392678,u_XwyEVAZxHr,romanrenee,4,1740333835,2,66,10,1,90,"The sauce was fantastic! I served it over rice, and it was a hit."
226,93,42873,Teriyaki Chicken Thighs,sp_YqzjNaDbmd_42873_c_754437,u_tdydqQPgVw,edwardbradford,5,1740281170,1,7,10,1,52,One of the best recipes I've tried! Highly recommend this dish.
227,93,42873,Teriyaki Chicken Thighs,sp_qkqunVBWSa_42873_c_904050,u_hRIRbyDTvd,zedwards,1,1740503410,3,39,5,5,97,"I made this for dinner, and my family loved it! Will make again."
228,93,42873,Teriyaki Chicken Thighs,sp_fgzpZgHYUg_42873_c_779397,u_uIoRIplUFH,eyoder,4,1740070605,5,3,2,4,86,My whole family enjoyed this meal. Definitely making it again.
229,93,42873,Teriyaki Chicken Thighs,sp_LZKlkssudK_42873_c_659431,u_rPxTpKrNCC,jamesbaker,2,1740374826,3,45,1,2,51,One of the best recipes I've tried! Highly recommend this dish.
230,93,42873,Teriyaki Chicken Thighs,sp_jUAqffPWXw_42873_c_272899,u_MaWBHnUxyh,tonyajohnson,5,1740052737,3,78,9,5,86,"I followed the recipe exactly, and it turned out amazing!"
231,93,42873,Teriyaki Chicken Thighs,sp_nUuRIotASa_42873_c_133523,u_UhaseeQFAS,caitlin98,5,1739676859,2,89,4,1,87,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
232,93,42873,Teriyaki Chicken Thighs,sp_gXnBALdRyq_42873_c_122567,u_QkhhYXrwrE,kelly11,2,1740368837,2,65,10,3,57,"I made this for dinner, and my family loved it! Will make again."
233,93,42873,Teriyaki Chicken Thighs,sp_tloVuTMNNC_42873_c_279182,u_DwJcaguYHA,christinewood,1,1739833156,4,37,1,5,62,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
234,93,42873,Teriyaki Chicken Thighs,sp_pEhiJksSpq_42873_c_400804,u_DxXFuIrrEV,xsmith,5,1739820761,4,52,3,5,63,One of the best recipes I've tried! Highly recommend this dish.
